,dex_price,cex_price,unix_datetime,pool_asset,cex_asset,date,time,price_diff
3439,99.150008296,98.905,1675875948.0,LTC,LTC,2023-02-08,17:05:48,99.8763
3442,0.722525565,0.719,1675875963.0,AVA,AVA,2023-02-08,17:06:03,99.7554
3444,1654.513916275,1651.325,1675875971.0,ETH,ETH,2023-02-08,17:06:11,99.9035
3445,1.546480997,1.54285,1675875974.0,TWT,TWT,2023-02-08,17:06:14,99.8825
3446,23024.457563211,22921.645,1675875976.0,BTC,BTC,2023-02-08,17:06:16,99.7762
3448,89.868813652,86.6,1675875980.0,AAVE,AAVE,2023-02-08,17:06:20,98.1477
3449,1662.378607941,1651.355,1675875988.0,ETH,ETH,2023-02-08,17:06:28,99.6673
3450,2.687078003,2.6565,1675875997.0,SNX,SNX,2023-02-08,17:06:37,99.4278
3451,1.001943635,0.99995,1675876006.0,USDT,USDT,2023-02-08,17:06:46,99.9004
3453,7747.439137189,7731.5,1675876014.0,YFI,YFI,2023-02-08,17:06:54,99.897
3455,99.150008296,98.96,1675876018.0,LTC,LTC,2023-02-08,17:06:58,99.9041
3458,0.722525565,0.721,1675876032.0,AVA,AVA,2023-02-08,17:07:12,99.8943
3461,1.546480997,1.54195,1675876041.0,TWT,TWT,2023-02-08,17:07:21,99.8533
3462,23024.457563211,22931.895,1675876043.0,BTC,BTC,2023-02-08,17:07:23,99.7986
3464,89.868813652,86.7,1675876046.0,AAVE,AAVE,2023-02-08,17:07:26,98.2053
3465,1662.378607276,1652.375,1675876054.0,ETH,ETH,2023-02-08,17:07:34,99.6982
3466,2.687078003,2.6635,1675876065.0,SNX,SNX,2023-02-08,17:07:45,99.5593
3467,1.001943635,0.99995,1675876075.0,USDT,USDT,2023-02-08,17:07:55,99.9004
3468,22956.617472114,22894.555,1675876078.0,WBTC,WBTC,2023-02-08,17:07:58,99.8646
3469,7747.43913719,7733.5,1675876083.0,YFI,YFI,2023-02-08,17:08:03,99.91
3471,99.150008296,98.935,1675876086.0,LTC,LTC,2023-02-08,17:08:06,99.8915
3473,131.721695115,131.5,1675876098.0,BCH,BCH,2023-02-08,17:08:18,99.9158
3474,0.722525565,0.719,1675876101.0,AVA,AVA,2023-02-08,17:08:21,99.7554
3476,1654.513916275,1651.495,1675876107.0,ETH,ETH,2023-02-08,17:08:27,99.9087
3477,1.544522413,1.5393,1675876109.0,TWT,TWT,2023-02-08,17:08:29,99.8307
3478,23024.457563211,22909.255,1675876110.0,BTC,BTC,2023-02-08,17:08:30,99.7492
3480,89.868813652,86.65,1675876113.0,AAVE,AAVE,2023-02-08,17:08:33,98.1765
3481,1662.378606537,1651.905,1675876122.0,ETH,ETH,2023-02-08,17:08:42,99.684
3482,2.687078003,2.6615,1675876133.0,SNX,SNX,2023-02-08,17:08:53,99.5218
3483,1.001943635,0.99995,1675876142.0,USDT,USDT,2023-02-08,17:09:02,99.9004
3484,22956.617472113,22903.13,1675876146.0,WBTC,WBTC,2023-02-08,17:09:06,99.8834
3485,7747.439137193,7727.0,1675876151.0,YFI,YFI,2023-02-08,17:09:11,99.8679
3487,99.150008296,98.91,1675876154.0,LTC,LTC,2023-02-08,17:09:14,99.8788
3488,20.060563428,20.025,1675876163.0,AVAX,AVAX,2023-02-08,17:09:23,99.9113
3489,131.721695115,131.45,1675876166.0,BCH,BCH,2023-02-08,17:09:26,99.8968
3490,0.722525565,0.719,1675876169.0,AVA,AVA,2023-02-08,17:09:29,99.7554
3492,1654.513916275,1651.065,1675876177.0,ETH,ETH,2023-02-08,17:09:37,99.8957
3493,1.543784432,1.53885,1675876178.0,TWT,TWT,2023-02-08,17:09:38,99.8399
3494,23024.457563209,22905.015,1675876180.0,BTC,BTC,2023-02-08,17:09:40,99.7399
3495,0.090160888,0.089985,1675876182.0,DOGE,DOGE,2023-02-08,17:09:42,99.9024
3496,89.868813652,86.55,1675876183.0,AAVE,AAVE,2023-02-08,17:09:43,98.1188
3497,1662.378605872,1650.815,1675876192.0,ETH,ETH,2023-02-08,17:09:52,99.651
3498,2.687078003,2.6555,1675876201.0,SNX,SNX,2023-02-08,17:10:01,99.4089
3499,1.001943635,0.99995,1675876210.0,USDT,USDT,2023-02-08,17:10:10,99.9004
3500,22956.617472112,22906.735,1675876214.0,WBTC,WBTC,2023-02-08,17:10:14,99.8912
3501,7747.439137194,7722.0,1675876218.0,YFI,YFI,2023-02-08,17:10:18,99.8356
3502,15.046466939,15.0115,1675876219.0,ATOM,ATOM,2023-02-08,17:10:19,99.8837
3503,99.150008296,98.885,1675876223.0,LTC,LTC,2023-02-08,17:10:23,99.8662
3504,20.060563428,20.015,1675876232.0,AVAX,AVAX,2023-02-08,17:10:32,99.8863
3505,131.721695115,131.35,1675876236.0,BCH,BCH,2023-02-08,17:10:36,99.8587
3506,0.722525565,0.719,1675876239.0,AVA,AVA,2023-02-08,17:10:39,99.7554
3507,327.896711307,327.35,1675876241.0,BNB,BNB,2023-02-08,17:10:41,99.9166
3508,1654.513916275,1650.605,1675876246.0,ETH,ETH,2023-02-08,17:10:46,99.8817
3509,1.542372239,1.5351,1675876248.0,TWT,TWT,2023-02-08,17:10:48,99.7637
3510,23024.217587619,22911.03,1675876249.0,BTC,BTC,2023-02-08,17:10:49,99.7536
3511,0.090195171,0.090025,1675876251.0,DOGE,DOGE,2023-02-08,17:10:51,99.9056
3512,89.868813652,86.55,1675876253.0,AAVE,AAVE,2023-02-08,17:10:53,98.1188
3513,1662.378604765,1650.765,1675876261.0,ETH,ETH,2023-02-08,17:11:01,99.6495
3514,2.687078003,2.6595,1675876271.0,SNX,SNX,2023-02-08,17:11:11,99.4842
3515,1.001943635,0.99995,1675876280.0,USDT,USDT,2023-02-08,17:11:20,99.9004
3516,22956.617472113,22917.48,1675876284.0,WBTC,WBTC,2023-02-08,17:11:24,99.9147
3517,7747.439137197,7727.0,1675876289.0,YFI,YFI,2023-02-08,17:11:29,99.8679
3522,0.721885061,0.7195,1675876307.0,AVA,AVA,2023-02-08,17:11:47,99.8345
3524,1653.047223176,1650.245,1675876314.0,ETH,ETH,2023-02-08,17:11:54,99.9152
3525,1.538592939,1.53485,1675876316.0,TWT,TWT,2023-02-08,17:11:56,99.8782
3526,23003.807084751,22906.605,1675876318.0,BTC,BTC,2023-02-08,17:11:58,99.7883
3528,89.789146768,86.65,1675876321.0,AAVE,AAVE,2023-02-08,17:12:01,98.2208
3529,1660.904939336,1650.245,1675876330.0,ETH,ETH,2023-02-08,17:12:10,99.6781
3530,2.684695963,2.6615,1675876340.0,SNX,SNX,2023-02-08,17:12:20,99.5661
3532,22936.26689538,22895.745,1675876367.0,WBTC,WBTC,2023-02-08,17:12:47,99.9116
3533,7740.571189212,7722.5,1675876372.0,YFI,YFI,2023-02-08,17:12:52,99.8831
3536,20.042780145,20.005,1675876383.0,AVAX,AVAX,2023-02-08,17:13:03,99.9057
3537,131.604926498,131.3,1675876386.0,BCH,BCH,2023-02-08,17:13:06,99.884
3538,0.721885061,0.719,1675876388.0,AVA,AVA,2023-02-08,17:13:08,99.7998
3540,1653.047223176,1648.575,1675876396.0,ETH,ETH,2023-02-08,17:13:16,99.8645
3541,1.538592939,1.53335,1675876398.0,TWT,TWT,2023-02-08,17:13:18,99.8293
3542,23003.80708475,22890.34,1675876400.0,BTC,BTC,2023-02-08,17:13:20,99.7528
3544,89.789146768,86.6,1675876403.0,AAVE,AAVE,2023-02-08,17:13:23,98.192
3545,1660.904938451,1648.125,1675876413.0,ETH,ETH,2023-02-08,17:13:33,99.6138
3546,2.684695963,2.6525,1675876423.0,SNX,SNX,2023-02-08,17:13:43,99.3968
3548,22936.266895379,22892.885,1675876436.0,WBTC,WBTC,2023-02-08,17:13:56,99.9053
3549,7740.571189209,7721.5,1675876440.0,YFI,YFI,2023-02-08,17:14:00,99.8767
3550,15.033128551,15.0025,1675876441.0,ATOM,ATOM,2023-02-08,17:14:01,99.898
3552,20.042780145,19.995,1675876452.0,AVAX,AVAX,2023-02-08,17:14:12,99.8807
3553,131.604926498,131.3,1675876455.0,BCH,BCH,2023-02-08,17:14:15,99.884
3554,0.721885061,0.719,1675876458.0,AVA,AVA,2023-02-08,17:14:18,99.7998
3556,1652.864563188,1647.205,1675876465.0,ETH,ETH,2023-02-08,17:14:25,99.8285
3557,1.53668177,1.53125,1675876467.0,TWT,TWT,2023-02-08,17:14:27,99.823
3558,23003.807084751,22884.21,1675876468.0,BTC,BTC,2023-02-08,17:14:28,99.7394
3559,0.090115214,0.089945,1675876470.0,DOGE,DOGE,2023-02-08,17:14:30,99.9055
3560,89.789146768,86.45,1675876471.0,AAVE,AAVE,2023-02-08,17:14:31,98.1053
3561,1660.906738726,1647.025,1675876481.0,ETH,ETH,2023-02-08,17:14:41,99.5803
3562,2.684695963,2.6505,1675876491.0,SNX,SNX,2023-02-08,17:14:51,99.359
3564,22936.26689538,22887.58,1675876503.0,WBTC,WBTC,2023-02-08,17:15:03,99.8938
3565,7740.571189211,7705.5,1675876508.0,YFI,YFI,2023-02-08,17:15:08,99.7729
3566,15.033128551,14.996,1675876510.0,ATOM,ATOM,2023-02-08,17:15:10,99.8764
3567,99.092237434,98.855,1675876511.0,LTC,LTC,2023-02-08,17:15:11,99.8802
3568,20.02169873,19.985,1675876520.0,AVAX,AVAX,2023-02-08,17:15:20,99.9083
3570,0.721125767,0.719,1675876526.0,AVA,AVA,2023-02-08,17:15:26,99.8524
3572,1650.587520887,1647.695,1675876533.0,ETH,ETH,2023-02-08,17:15:33,99.9123
3573,1.535065456,1.5299,1675876534.0,TWT,TWT,2023-02-08,17:15:34,99.8315
3574,22979.611200133,22896.56,1675876535.0,BTC,BTC,2023-02-08,17:15:35,99.819
3576,89.694704668,86.55,1675876539.0,AAVE,AAVE,2023-02-08,17:15:39,98.2157
3577,1659.159761896,1647.515,1675876547.0,ETH,ETH,2023-02-08,17:15:47,99.6478
3578,2.681872144,2.6545,1675876557.0,SNX,SNX,2023-02-08,17:15:57,99.4871
3581,7732.429494807,7705.5,1675876575.0,YFI,YFI,2023-02-08,17:16:15,99.8256
3583,98.98801015,98.795,1675876579.0,LTC,LTC,2023-02-08,17:16:19,99.9024
3584,20.02169873,19.975,1675876587.0,AVAX,AVAX,2023-02-08,17:16:27,99.8832
3585,131.466501689,131.2,1675876590.0,BCH,BCH,2023-02-08,17:16:30,99.8985
3586,0.721125767,0.7185,1675876593.0,AVA,AVA,2023-02-08,17:16:33,99.8176
3588,1650.398007915,1645.395,1675876602.0,ETH,ETH,2023-02-08,17:16:42,99.8482
3589,1.534390818,1.52915,1675876603.0,TWT,TWT,2023-02-08,17:16:43,99.8289
3590,22979.611200134,22883.835,1675876605.0,BTC,BTC,2023-02-08,17:16:45,99.7912
3592,89.694704668,86.45,1675876608.0,AAVE,AAVE,2023-02-08,17:16:48,98.1579
3593,1659.159761306,1644.455,1675876618.0,ETH,ETH,2023-02-08,17:16:58,99.5549
3594,2.681872144,2.649,1675876631.0,SNX,SNX,2023-02-08,17:17:11,99.3834
3596,22923.396091408,22878.555,1675876644.0,WBTC,WBTC,2023-02-08,17:17:24,99.9021
3597,7732.42949481,7697.5,1675876649.0,YFI,YFI,2023-02-08,17:17:29,99.7736
3598,15.017316392,14.985,1675876651.0,ATOM,ATOM,2023-02-08,17:17:31,99.8923
3599,98.98801015,98.795,1675876653.0,LTC,LTC,2023-02-08,17:17:33,99.9024
3608,89.451735525,86.35,1675876687.0,AAVE,AAVE,2023-02-08,17:18:07,98.2357
3609,1655.518432615,1644.495,1675876695.0,ETH,ETH,2023-02-08,17:18:15,99.666
3610,2.674607365,2.6465,1675876705.0,SNX,SNX,2023-02-08,17:18:25,99.4718
3611,1.001873984,0.99995,1675876713.0,USDT,USDT,2023-02-08,17:18:33,99.9039
3624,89.451735525,86.35,1675876752.0,AAVE,AAVE,2023-02-08,17:19:12,98.2357
3625,1655.518432029,1643.355,1675876760.0,ETH,ETH,2023-02-08,17:19:20,99.6313
3626,2.674607365,2.6455,1675876770.0,SNX,SNX,2023-02-08,17:19:30,99.4529
3627,1.001873984,0.99995,1675876779.0,USDT,USDT,2023-02-08,17:19:39,99.9039
3629,7711.483533977,7698.0,1675876788.0,YFI,YFI,2023-02-08,17:19:48,99.9125
3630,14.990163632,14.963,1675876790.0,ATOM,ATOM,2023-02-08,17:19:50,99.9093
3634,0.718787368,0.717,1675876806.0,AVA,AVA,2023-02-08,17:20:06,99.8755
3637,1.529923807,1.527,1675876814.0,TWT,TWT,2023-02-08,17:20:14,99.9044
3640,89.403851091,86.35,1675876818.0,AAVE,AAVE,2023-02-08,17:20:18,98.2624
3641,1654.939476172,1644.405,1675876826.0,ETH,ETH,2023-02-08,17:20:26,99.6807
3642,2.67317562,2.6495,1675876836.0,SNX,SNX,2023-02-08,17:20:36,99.5552
3650,0.718787368,0.717,1675876873.0,AVA,AVA,2023-02-08,17:21:13,99.8755
3653,1.529923807,1.52595,1675876881.0,TWT,TWT,2023-02-08,17:21:21,99.87
3656,89.403851091,86.35,1675876885.0,AAVE,AAVE,2023-02-08,17:21:25,98.2624
3657,1654.83057859,1644.875,1675876895.0,ETH,ETH,2023-02-08,17:21:35,99.6983
3658,2.67317562,2.6525,1675876905.0,SNX,SNX,2023-02-08,17:21:45,99.6118
3664,19.968792242,20.005,1675876936.0,AVAX,AVAX,2023-02-08,17:22:16,99.9094
3666,0.719220223,0.718,1675876942.0,AVA,AVA,2023-02-08,17:22:22,99.9151
3669,1.53084513,1.5272,1675876951.0,TWT,TWT,2023-02-08,17:22:31,99.8808
3672,89.457690225,86.65,1675876956.0,AAVE,AAVE,2023-02-08,17:22:36,98.4057
3673,1655.827119487,1646.575,1675876965.0,ETH,ETH,2023-02-08,17:22:45,99.7198
3674,2.674785411,2.6595,1675876975.0,SNX,SNX,2023-02-08,17:22:55,99.7134
3675,1.001940677,0.99995,1675876985.0,USDT,USDT,2023-02-08,17:23:05,99.9006
3678,14.998058508,15.0355,1675876994.0,ATOM,ATOM,2023-02-08,17:23:14,99.8753
3679,98.881013131,99.075,1675876996.0,LTC,LTC,2023-02-08,17:23:16,99.902
3680,19.980754193,20.035,1675877005.0,AVAX,AVAX,2023-02-08,17:23:25,99.8644
3682,0.719220223,0.718,1675877011.0,AVA,AVA,2023-02-08,17:23:31,99.9151
3687,0.089909179,0.090095,1675877023.0,DOGE,DOGE,2023-02-08,17:23:43,99.8968
3688,89.457690225,86.75,1675877025.0,AAVE,AAVE,2023-02-08,17:23:45,98.4634
3689,1655.52727547,1647.775,1675877033.0,ETH,ETH,2023-02-08,17:23:53,99.7653
3690,2.674785411,2.6645,1675877043.0,SNX,SNX,2023-02-08,17:24:03,99.8074
3693,7711.996878652,7726.0,1675877061.0,YFI,YFI,2023-02-08,17:24:21,99.9093
3694,14.998059733,15.0485,1675877063.0,ATOM,ATOM,2023-02-08,17:24:23,99.8321
3695,98.910964585,99.175,1675877065.0,LTC,LTC,2023-02-08,17:24:25,99.8667
3696,19.989613365,20.055,1675877073.0,AVAX,AVAX,2023-02-08,17:24:33,99.8367
3697,131.268589485,131.5,1675877076.0,BCH,BCH,2023-02-08,17:24:36,99.9119
3703,0.089974535,0.090195,1675877090.0,DOGE,DOGE,2023-02-08,17:24:50,99.8776
3704,89.497354445,86.85,1675877092.0,AAVE,AAVE,2023-02-08,17:24:52,98.4988
3705,1655.952701044,1649.765,1675877101.0,ETH,ETH,2023-02-08,17:25:01,99.8128
3706,2.675971371,2.6685,1675877110.0,SNX,SNX,2023-02-08,17:25:10,99.8602
3709,7715.416264261,7738.0,1675877127.0,YFI,YFI,2023-02-08,17:25:27,99.8539
3710,15.017047786,15.0605,1675877129.0,ATOM,ATOM,2023-02-08,17:25:29,99.8555
3711,98.98144336,99.245,1675877130.0,LTC,LTC,2023-02-08,17:25:30,99.867
3712,20.012795874,20.065,1675877139.0,AVAX,AVAX,2023-02-08,17:25:39,99.8697
3719,0.090078881,0.090235,1675877156.0,DOGE,DOGE,2023-02-08,17:25:56,99.9134
3720,89.60114701,86.95,1675877158.0,AAVE,AAVE,2023-02-08,17:25:58,98.4984
3721,1657.873155187,1650.195,1675877166.0,ETH,ETH,2023-02-08,17:26:06,99.7679
3722,2.679074769,2.67,1675877175.0,SNX,SNX,2023-02-08,17:26:15,99.8303
3723,1.001642135,0.99995,1675877186.0,USDT,USDT,2023-02-08,17:26:26,99.9155
3726,15.038774548,15.068,1675877195.0,ATOM,ATOM,2023-02-08,17:26:35,99.9029
3728,20.036902396,20.075,1675877206.0,AVAX,AVAX,2023-02-08,17:26:46,99.905
3730,0.721192452,0.7195,1675877212.0,AVA,AVA,2023-02-08,17:26:52,99.8825
3734,22995.437917053,22935.505,1675877222.0,BTC,BTC,2023-02-08,17:27:02,99.8695
3736,89.70907656,86.95,1675877225.0,AAVE,AAVE,2023-02-08,17:27:05,98.4382
3737,1659.870155109,1650.495,1675877234.0,ETH,ETH,2023-02-08,17:27:14,99.7168
3738,2.682301863,2.673,1675877275.0,SNX,SNX,2023-02-08,17:27:55,99.8263
3739,1.00272521,0.99995,1675877284.0,USDT,USDT,2023-02-08,17:28:04,99.8614
3742,15.056889586,15.0855,1675877295.0,ATOM,ATOM,2023-02-08,17:28:15,99.9051
3744,20.035353552,20.085,1675877305.0,AVAX,AVAX,2023-02-08,17:28:25,99.8763
3746,0.720936314,0.7195,1675877311.0,AVA,AVA,2023-02-08,17:28:31,99.9003
3750,22987.27088437,22924.155,1675877322.0,BTC,BTC,2023-02-08,17:28:42,99.8625
3752,89.67721559,86.9,1675877325.0,AAVE,AAVE,2023-02-08,17:28:45,98.4272
3753,1658.478416824,1649.585,1675877333.0,ETH,ETH,2023-02-08,17:28:53,99.7312
3754,2.68134922,2.6745,1675877343.0,SNX,SNX,2023-02-08,17:29:03,99.8721
3755,1.00229929,0.99995,1675877352.0,USDT,USDT,2023-02-08,17:29:12,99.8827
3762,0.720936314,0.7195,1675877378.0,AVA,AVA,2023-02-08,17:29:38,99.9003
3765,1.529345136,1.5263,1675877386.0,TWT,TWT,2023-02-08,17:29:46,99.9003
3766,22987.27088437,22917.35,1675877388.0,BTC,BTC,2023-02-08,17:29:48,99.8477
3768,89.67721559,86.85,1675877391.0,AAVE,AAVE,2023-02-08,17:29:51,98.3984
3769,1658.478416235,1648.115,1675877400.0,ETH,ETH,2023-02-08,17:30:00,99.6866
3770,2.68134922,2.6765,1675877410.0,SNX,SNX,2023-02-08,17:30:10,99.9095
3771,1.00229929,0.99995,1675877419.0,USDT,USDT,2023-02-08,17:30:19,99.8827
3774,15.063195324,15.1025,1675877428.0,ATOM,ATOM,2023-02-08,17:30:28,99.8697
3776,20.031850334,20.095,1675877438.0,AVAX,AVAX,2023-02-08,17:30:38,99.8426
3778,0.720810257,0.7195,1675877444.0,AVA,AVA,2023-02-08,17:30:44,99.909
3782,22983.20849934,22933.64,1675877454.0,BTC,BTC,2023-02-08,17:30:54,99.892
3784,89.661535365,87.05,1675877457.0,AAVE,AAVE,2023-02-08,17:30:57,98.5221
3785,1658.186468195,1650.245,1675877466.0,ETH,ETH,2023-02-08,17:31:06,99.76
3787,1.002124036,0.99995,1675877486.0,USDT,USDT,2023-02-08,17:31:26,99.8914
3794,0.721171317,0.7195,1675877510.0,AVA,AVA,2023-02-08,17:31:50,99.884
3798,22990.673682857,22928.955,1675877522.0,BTC,BTC,2023-02-08,17:32:02,99.8656
3800,89.706447665,87.05,1675877526.0,AAVE,AAVE,2023-02-08,17:32:06,98.4971
3801,1659.017068765,1650.105,1675877534.0,ETH,ETH,2023-02-08,17:32:14,99.7307
3803,1.001732389,0.99995,1675877554.0,USDT,USDT,2023-02-08,17:32:34,99.911
3808,20.041884475,20.095,1675877596.0,AVAX,AVAX,2023-02-08,17:33:16,99.8677
3810,0.721171317,0.7195,1675877601.0,AVA,AVA,2023-02-08,17:33:21,99.884
3814,22990.673682857,22933.16,1675877611.0,BTC,BTC,2023-02-08,17:33:31,99.8748
3816,89.706447665,87.05,1675877614.0,AAVE,AAVE,2023-02-08,17:33:34,98.4971
3817,1655.744675055,1650.435,1675877622.0,ETH,ETH,2023-02-08,17:33:42,99.8394
3826,0.721903167,0.7195,1675877666.0,AVA,AVA,2023-02-08,17:34:26,99.8333
3830,23009.937769755,22938.93,1675877676.0,BTC,BTC,2023-02-08,17:34:36,99.8455
3832,89.797482434,87.05,1675877679.0,AAVE,AAVE,2023-02-08,17:34:39,98.4464
3833,1657.356735329,1650.615,1675877688.0,ETH,ETH,2023-02-08,17:34:48,99.7962
3835,1.001924522,0.99995,1675877708.0,USDT,USDT,2023-02-08,17:35:08,99.9014
3838,15.085824282,15.119,1675877717.0,ATOM,ATOM,2023-02-08,17:35:17,99.8902
3842,0.722038482,0.7195,1675877732.0,AVA,AVA,2023-02-08,17:35:32,99.8239
3846,23014.250772711,22940.665,1675877743.0,BTC,BTC,2023-02-08,17:35:43,99.8399
3848,89.814314153,87.1,1675877746.0,AAVE,AAVE,2023-02-08,17:35:46,98.4657
3849,1657.667391215,1651.025,1675877755.0,ETH,ETH,2023-02-08,17:35:55,99.7992
3851,1.002112323,0.99995,1675877773.0,USDT,USDT,2023-02-08,17:36:13,99.892
3854,15.090802173,15.1385,1675877782.0,ATOM,ATOM,2023-02-08,17:36:22,99.8422
3858,0.722038482,0.7195,1675877799.0,AVA,AVA,2023-02-08,17:36:39,99.8239
3862,23014.250772711,22935.09,1675877811.0,BTC,BTC,2023-02-08,17:36:51,99.8277
3864,89.814314153,87.0,1675877814.0,AAVE,AAVE,2023-02-08,17:36:54,98.4083
3865,1657.667390699,1650.655,1675877822.0,ETH,ETH,2023-02-08,17:37:02,99.788
3867,1.002112323,0.99995,1675877842.0,USDT,USDT,2023-02-08,17:37:22,99.892
3870,15.104280071,15.154,1675877854.0,ATOM,ATOM,2023-02-08,17:37:34,99.8357
3874,0.722542673,0.7195,1675877870.0,AVA,AVA,2023-02-08,17:37:50,99.789
3878,23030.321356043,22953.58,1675877881.0,BTC,BTC,2023-02-08,17:38:01,99.8331
3880,89.877030443,87.15,1675877884.0,AAVE,AAVE,2023-02-08,17:38:04,98.4595
3881,1658.824920388,1651.515,1675877892.0,ETH,ETH,2023-02-08,17:38:12,99.7792
3883,1.002812087,0.99995,1675877912.0,USDT,USDT,2023-02-08,17:38:32,99.8571
3889,132.012982889,131.65,1675877936.0,BCH,BCH,2023-02-08,17:38:56,99.8623
3890,0.723026854,0.721,1675877938.0,AVA,AVA,2023-02-08,17:38:58,99.8596
3894,23042.467241993,22948.875,1675877948.0,BTC,BTC,2023-02-08,17:39:08,99.7965
3896,89.93725767,87.15,1675877951.0,AAVE,AAVE,2023-02-08,17:39:11,98.4261
3897,1659.936510212,1652.015,1675877959.0,ETH,ETH,2023-02-08,17:39:19,99.7608
3898,2.68912448,2.6815,1675877969.0,SNX,SNX,2023-02-08,17:39:29,99.858
3899,1.002255934,0.99995,1675877979.0,USDT,USDT,2023-02-08,17:39:39,99.8848
3900,22986.760093749,22942.415,1675877982.0,WBTC,WBTC,2023-02-08,17:39:42,99.9034
3902,15.134424304,15.162,1675877988.0,ATOM,ATOM,2023-02-08,17:39:48,99.909
3905,131.960308264,131.65,1675878002.0,BCH,BCH,2023-02-08,17:40:02,99.8823
3906,0.722947718,0.721,1675878005.0,AVA,AVA,2023-02-08,17:40:05,99.8651
3910,23039.945232084,22952.43,1675878014.0,BTC,BTC,2023-02-08,17:40:14,99.8097
3912,89.927413991,87.15,1675878017.0,AAVE,AAVE,2023-02-08,17:40:17,98.4315
3913,1659.754828715,1652.565,1675878025.0,ETH,ETH,2023-02-08,17:40:25,99.7829
3915,1.002146237,0.99995,1675878046.0,USDT,USDT,2023-02-08,17:40:46,99.8903
3916,22984.244181017,22944.38,1675878049.0,WBTC,WBTC,2023-02-08,17:40:49,99.9132
3921,131.971430343,131.65,1675878068.0,BCH,BCH,2023-02-08,17:41:08,99.8781
3922,0.72300865,0.721,1675878071.0,AVA,AVA,2023-02-08,17:41:11,99.8609
3926,23041.88711969,22956.52,1675878081.0,BTC,BTC,2023-02-08,17:41:21,99.8144
3928,89.93499339,87.15,1675878083.0,AAVE,AAVE,2023-02-08,17:41:23,98.4273
3929,1659.894718098,1653.215,1675878092.0,ETH,ETH,2023-02-08,17:41:32,99.7984
3931,1.002230701,0.99995,1675878112.0,USDT,USDT,2023-02-08,17:41:52,99.8861
3937,132.037448622,131.65,1675878135.0,BCH,BCH,2023-02-08,17:42:15,99.8531
3938,0.723370333,0.721,1675878138.0,AVA,AVA,2023-02-08,17:42:18,99.8359
3942,23053.413748786,22947.36,1675878149.0,BTC,BTC,2023-02-08,17:42:29,99.7695
3944,89.979983077,87.05,1675878152.0,AAVE,AAVE,2023-02-08,17:42:32,98.3449
3945,1660.779665518,1652.435,1675878162.0,ETH,ETH,2023-02-08,17:42:42,99.7481
3947,1.002458009,0.99995,1675878195.0,USDT,USDT,2023-02-08,17:43:15,99.8748
3948,22994.592635648,22942.69,1675878207.0,WBTC,WBTC,2023-02-08,17:43:27,99.887
3951,99.471184697,99.265,1675878214.0,LTC,LTC,2023-02-08,17:43:34,99.8963
3953,132.013327815,131.65,1675878226.0,BCH,BCH,2023-02-08,17:43:46,99.8622
3954,0.723238187,0.721,1675878229.0,AVA,AVA,2023-02-08,17:43:49,99.845
3958,23049.220866508,22945.295,1675878239.0,BTC,BTC,2023-02-08,17:43:59,99.774
3960,89.963545394,87.05,1675878242.0,AAVE,AAVE,2023-02-08,17:44:02,98.3541
3961,1660.473836814,1652.775,1675878250.0,ETH,ETH,2023-02-08,17:44:10,99.7676
3962,2.689910483,2.6815,1675878261.0,SNX,SNX,2023-02-08,17:44:21,99.8434
3963,1.002274879,0.99995,1675878270.0,USDT,USDT,2023-02-08,17:44:30,99.8839
3964,22990.391947659,22940.44,1675878273.0,WBTC,WBTC,2023-02-08,17:44:33,99.8912
3967,99.453013146,99.275,1675878282.0,LTC,LTC,2023-02-08,17:44:42,99.9104
3969,132.017914582,131.75,1675878293.0,BCH,BCH,2023-02-08,17:44:53,99.8984
3970,0.723263315,0.721,1675878296.0,AVA,AVA,2023-02-08,17:44:56,99.8433
3974,23050.021705365,22947.81,1675878306.0,BTC,BTC,2023-02-08,17:45:06,99.7778
3975,0.090455176,0.090295,1675878307.0,DOGE,DOGE,2023-02-08,17:45:07,99.9114
3976,89.966671153,87.05,1675878309.0,AAVE,AAVE,2023-02-08,17:45:09,98.3523
3977,1660.531528413,1652.505,1675878318.0,ETH,ETH,2023-02-08,17:45:18,99.7577
3978,2.690003943,2.681,1675878327.0,SNX,SNX,2023-02-08,17:45:27,99.8324
3979,1.002309703,0.99995,1675878336.0,USDT,USDT,2023-02-08,17:45:36,99.8821
3981,7755.875267554,7743.0,1675878344.0,YFI,YFI,2023-02-08,17:45:44,99.9169
3982,15.145335524,15.1715,1675878345.0,ATOM,ATOM,2023-02-08,17:45:45,99.9137
3983,99.456468614,99.285,1675878347.0,LTC,LTC,2023-02-08,17:45:47,99.9137
3986,0.722629659,0.721,1675878361.0,AVA,AVA,2023-02-08,17:46:01,99.8871
3990,23029.827401082,22950.46,1675878372.0,BTC,BTC,2023-02-08,17:46:12,99.8274
3992,89.887850649,87.05,1675878375.0,AAVE,AAVE,2023-02-08,17:46:15,98.3961
3993,1660.003136473,1652.505,1675878383.0,ETH,ETH,2023-02-08,17:46:23,99.7736
3994,2.68764721,2.6815,1675878393.0,SNX,SNX,2023-02-08,17:46:33,99.8855
3998,15.1336276,15.1725,1675878413.0,ATOM,ATOM,2023-02-08,17:46:53,99.8717
4001,131.918582038,131.55,1675878427.0,BCH,BCH,2023-02-08,17:47:07,99.8601
4002,0.72271912,0.721,1675878430.0,AVA,AVA,2023-02-08,17:47:10,99.8809
